-183.042, 78.094, 1.660,  1.765
-183.025, 78.041, 1.666,  1.798
-183.008, 77.988, 1.671,  1.831
-182.991, 77.935, 1.677,  1.864
-182.974, 77.881, 1.683,  1.897
-182.957, 77.827, 1.689,  1.930
-182.940, 77.774, 1.695,  1.963
-182.923, 77.719, 1.700,  1.996
-182.906, 77.665, 1.706,  2.029
-182.890, 77.611, 1.712,  2.062
-182.873, 77.556, 1.717,  2.095
-182.857, 77.501, 1.723,  2.128
-182.840, 77.446, 1.729,  2.161
-182.824, 77.390, 1.735,  2.194
-182.808, 77.334, 1.741,  2.227
-182.792, 77.279, 1.747,  2.260
-182.776, 77.222, 1.753,  2.293
-182.760, 77.166, 1.759,  2.326
-182.744, 77.109, 1.765,  2.359
-182.729, 77.052, 1.771,  2.392
-182.713, 76.995, 1.777,  2.425
-182.698, 76.938, 1.783,  2.458
-182.682, 76.880, 1.789,  2.491
-182.667, 76.823, 1.795,  2.524
-182.652, 76.765, 1.801,  2.557
-182.637, 76.706, 1.807,  2.590
-182.622, 76.648, 1.814,  2.623
-182.607, 76.589, 1.820,  2.656
-182.592, 76.530, 1.826,  2.689
-182.578, 76.471, 1.832,  2.722
-182.563, 76.411, 1.839,  2.755
-182.549, 76.351, 1.845,  2.788
-182.535, 76.291, 1.851,  2.821
-182.520, 76.231, 1.857,  2.854
-182.506, 76.170, 1.863,  2.887
-182.492, 76.110, 1.870,  2.920
-182.478, 76.049, 1.876,  2.953
-182.465, 75.987, 1.883,  2.986
-182.451, 75.926, 1.890,  3.019
-182.438, 75.864, 1.896,  3.052
-182.424, 75.802, 1.903,  3.085
-182.411, 75.740, 1.909,  3.118
-182.398, 75.677, 1.915,  3.151
-182.385, 75.615, 1.922,  3.184
-182.372, 75.552, 1.929,  3.217
-182.359, 75.489, 1.935,  3.250
-182.346, 75.425, 1.942,  3.283
-182.334, 75.361, 1.948,  3.316
-182.321, 75.297, 1.955,  3.349
-182.309, 75.233, 1.962,  3.382
-182.297, 75.169, 1.968,  3.415
-182.285, 75.104, 1.975,  3.448
-182.273, 75.039, 1.982,  3.481
-182.261, 74.974, 1.989,  3.514
-182.249, 74.908, 1.995,  3.547
-182.238, 74.842, 2.002,  3.580
-182.226, 74.776, 2.009,  3.613
-182.215, 74.710, 2.016,  3.646
-182.204, 74.644, 2.023,  3.679
-182.192, 74.577, 2.030,  3.712
-182.181, 74.510, 2.037,  3.745
-182.171, 74.443, 2.044,  3.778
-182.160, 74.375, 2.050,  3.811
-182.149, 74.307, 2.057,  3.844
-182.138, 74.239, 2.065,  3.877
-182.128, 74.171, 2.072,  3.910
-182.118, 74.102, 2.079,  3.943
-182.107, 74.034, 2.086,  3.976
-182.097, 73.965, 2.094,  4.009
-182.087, 73.895, 2.100,  4.042
-182.078, 73.826, 2.107,  4.075
-182.068, 73.756, 2.114,  4.108
-182.058, 73.686, 2.121,  4.141
-182.049, 73.615, 2.129,  4.174
-182.039, 73.545, 2.136,  4.207
-182.030, 73.474, 2.143,  4.240
-182.021, 73.403, 2.151,  4.273
-182.012, 73.332, 2.159,  4.306
-182.003, 73.260, 2.166,  4.339
-181.994, 73.188, 2.174,  4.372
-181.985, 73.116, 2.181,  4.405
-181.976, 73.043, 2.188,  4.438
-181.968, 72.971, 2.195,  4.471
-181.959, 72.898, 2.203,  4.504
-181.951, 72.825, 2.210,  4.537
-181.943, 72.751, 2.218,  4.570
-181.934, 72.677, 2.225,  4.603
-181.926, 72.603, 2.233,  4.636
-181.918, 72.529, 2.241,  4.669
-181.911, 72.455, 2.248,  4.702
-181.903, 72.380, 2.256,  4.735
-181.895, 72.305, 2.264,  4.768
-181.888, 72.229, 2.271,  4.801
-181.880, 72.154, 2.279,  4.834
-181.873, 72.078, 2.287,  4.867
-181.865, 72.002, 2.294,  4.900
-181.858, 71.925, 2.302,  4.933
-181.851, 71.849, 2.310,  4.966
-181.844, 71.772, 2.318,  4.999
-181.837, 71.695, 2.326,  5.032
-181.831, 71.617, 2.334,  5.065
-181.824, 71.539, 2.342,  5.098
-181.817, 71.461, 2.350,  5.131
-181.811, 71.383, 2.357,  5.164
-181.804, 71.305, 2.365,  5.197
-181.798, 71.226, 2.373,  5.230
-181.792, 71.147, 2.381,  5.263
-181.785, 71.067, 2.389,  5.296
-181.779, 70.988, 2.397,  5.329
-181.773, 70.908, 2.406,  5.362
-181.767, 70.827, 2.414,  5.395
-181.761, 70.747, 2.422,  5.428
-181.756, 70.666, 2.430,  5.461
-181.750, 70.585, 2.438,  5.494
-181.744, 70.504, 2.447,  5.527
-181.739, 70.422, 2.455,  5.560
-181.733, 70.340, 2.464,  5.593
-181.728, 70.258, 2.472,  5.626
-181.722, 70.176, 2.480,  5.659
-181.717, 70.093, 2.489,  5.692
-181.712, 70.010, 2.497,  5.725
-181.707, 69.927, 2.505,  5.758
-181.702, 69.843, 2.514,  5.791
-181.697, 69.759, 2.522,  5.824
-181.692, 69.675, 2.531,  5.857
-181.687, 69.590, 2.539,  5.890
-181.682, 69.506, 2.548,  5.923
-181.678, 69.421, 2.557,  5.956
-181.673, 69.335, 2.565,  5.989
-181.669, 69.250, 2.574,  6.022
-181.664, 69.164, 2.583,  6.055
-181.660, 69.077, 2.591,  6.088
-181.655, 68.991, 2.600,  6.121
-181.651, 68.904, 2.609,  6.154
-181.647, 68.817, 2.618,  6.187
-181.643, 68.730, 2.627,  6.220
-181.639, 68.642, 2.635,  6.253
-181.635, 68.554, 2.644,  6.286
-181.631, 68.466, 2.653,  6.319
-181.627, 68.377, 2.662,  6.352
-181.623, 68.288, 2.671,  6.385
-181.619, 68.199, 2.680,  6.418
-181.615, 68.110, 2.689,  6.451
-181.611, 68.020, 2.698,  6.484
-181.608, 67.930, 2.707,  6.517
-181.604, 67.839, 2.716,  6.550
-181.601, 67.749, 2.725,  6.583
-181.597, 67.658, 2.735,  6.616
-181.594, 67.566, 2.744,  6.649
-181.590, 67.475, 2.753,  6.682
-181.587, 67.383, 2.762,  6.715
-181.584, 67.290, 2.772,  6.748
-181.580, 67.198, 2.781,  6.781
-181.577, 67.105, 2.791,  6.814
-181.574, 67.012, 2.800,  6.847
-181.571, 66.918, 2.809,  6.880
-181.568, 66.824, 2.819,  6.913
-181.565, 66.730, 2.828,  6.946
-181.562, 66.636, 2.838,  6.979
-181.559, 66.541, 2.847,  7.012
-181.556, 66.446, 2.857,  7.045
-181.553, 66.350, 2.867,  7.078
-181.551, 66.254, 2.876,  7.111
-181.548, 66.158, 2.886,  7.144
-181.545, 66.062, 2.896,  7.177
-181.543, 65.965, 2.906,  7.210
-181.540, 65.868, 2.915,  7.243
-181.537, 65.771, 2.925,  7.276
-181.535, 65.673, 2.935,  7.309
-181.532, 65.575, 2.945,  7.342
-181.530, 65.477, 2.955,  7.375
-181.528, 65.378, 2.965,  7.408
-181.525, 65.279, 2.974,  7.441
-181.523, 65.179, 2.985,  7.474
-181.521, 65.080, 2.995,  7.507
-181.518, 64.980, 3.005,  7.540
-181.516, 64.879, 3.015,  7.573
-181.514, 64.778, 3.025,  7.606
-181.512, 64.677, 3.035,  7.639
-181.510, 64.576, 3.045,  7.672
-181.508, 64.474, 3.056,  7.705
-181.506, 64.372, 3.066,  7.738
-181.504, 64.270, 3.077,  7.771
-181.502, 64.167, 3.087,  7.804
-181.500, 64.064, 3.097,  7.837
-181.498, 63.960, 3.107,  7.870
-181.496, 63.856, 3.118,  7.903
-181.494, 63.752, 3.128,  7.936
-181.492, 63.648, 3.139,  7.969
-181.490, 63.543, 3.150,  8.002
-181.489, 63.438, 3.160,  8.035
-181.487, 63.332, 3.171,  8.068
-181.485, 63.226, 3.182,  8.101
-181.484, 63.120, 3.192,  8.134
-181.482, 63.013, 3.203,  8.167
-181.480, 62.906, 3.214,  8.200
-181.479, 62.799, 3.224,  8.233
-181.477, 62.691, 3.235,  8.266
-181.476, 62.583, 3.246,  8.299
-181.474, 62.474, 3.257,  8.332
-181.473, 62.365, 3.268,  8.365
-181.471, 62.256, 3.279,  8.398
-181.470, 62.147, 3.290,  8.431
-181.468, 62.037, 3.301,  8.464
-181.467, 61.926, 3.313,  8.497
-181.465, 61.816, 3.324,  8.530
-181.464, 61.705, 3.334,  8.563
-181.463, 61.593, 3.345,  8.596
-181.462, 61.481, 3.357,  8.629
-181.460, 61.369, 3.368,  8.662
-181.459, 61.257, 3.380,  8.695
-181.458, 61.144, 3.391,  8.728
-181.457, 61.030, 3.402,  8.761
-181.455, 60.917, 3.414,  8.794
-181.454, 60.803, 3.425,  8.827
-181.453, 60.688, 3.437,  8.860
-181.452, 60.573, 3.448,  8.893
-181.451, 60.458, 3.460,  8.926
-181.450, 60.343, 3.471,  8.959
-181.449, 60.227, 3.483,  8.992
-181.448, 60.110, 3.495,  9.025
-181.447, 59.993, 3.507,  9.058
-181.446, 59.876, 3.518,  9.091
-181.445, 59.759, 3.530,  9.124
-181.444, 59.641, 3.542,  9.157
-181.443, 59.522, 3.554,  9.190
-181.442, 59.404, 3.566,  9.223
-181.441, 59.284, 3.578,  9.256
-181.440, 59.165, 3.590,  9.289
-181.439, 59.045, 3.602,  9.322
-181.438, 58.924, 3.614,  9.355
-181.437, 58.804, 3.626,  9.388
-181.437, 58.682, 3.639,  9.421
-181.436, 58.561, 3.651,  9.454
-181.435, 58.439, 3.663,  9.487
-181.434, 58.317, 3.675,  9.520
-181.433, 58.194, 3.687,  9.553
-181.433, 58.070, 3.699,  9.586
-181.432, 57.947, 3.712,  9.619
-181.431, 57.823, 3.724,  9.652
-181.430, 57.698, 3.737,  9.685
-181.430, 57.573, 3.749,  9.718
-181.429, 57.448, 3.762,  9.751
-181.428, 57.322, 3.775,  9.784
-181.428, 57.196, 3.787,  9.817
-181.427, 57.070, 3.800,  9.850
-181.426, 56.943, 3.813,  9.883
-181.426, 56.815, 3.826,  9.916
-181.425, 56.688, 3.838,  9.949
-181.425, 56.559, 3.851,  9.982
-181.424, 56.431, 3.864, 10.015
-181.423, 56.301, 3.877, 10.048
-181.423, 56.172, 3.890, 10.081
-181.422, 56.042, 3.903, 10.114
-181.422, 55.911, 3.916, 10.147
-181.421, 55.781, 3.929, 10.180
-181.421, 55.649, 3.942, 10.213
-181.420, 55.517, 3.955, 10.246
-181.420, 55.385, 3.968, 10.279
-181.419, 55.253, 3.982, 10.312
-181.419, 55.120, 3.995, 10.345
-181.418, 54.986, 4.008, 10.378
-181.418, 54.852, 4.022, 10.411
-181.417, 54.718, 4.035, 10.444
-181.417, 54.583, 4.049, 10.477
-181.417, 54.448, 4.062, 10.510
-181.416, 54.312, 4.075, 10.543
-181.416, 54.176, 4.089, 10.576
-181.415, 54.039, 4.103, 10.609
-181.415, 53.902, 4.116, 10.642
-181.414, 53.764, 4.130, 10.675
-181.414, 53.626, 4.144, 10.708
-181.414, 53.488, 4.158, 10.741
-181.413, 53.349, 4.171, 10.774
-181.413, 53.210, 4.185, 10.807
-181.413, 53.070, 4.199, 10.840
-181.412, 52.929, 4.213, 10.873
-181.412, 52.789, 4.227, 10.906
-181.412, 52.647, 4.241, 10.939
-181.411, 52.506, 4.255, 10.972
-181.411, 52.363, 4.269, 11.005
-181.411, 52.221, 4.284, 11.038
-181.410, 52.078, 4.298, 11.071
-181.410, 51.934, 4.312, 11.104
-181.410, 51.790, 4.327, 11.137
-181.409, 51.645, 4.341, 11.170
-181.409, 51.500, 4.356, 11.203
-181.409, 51.355, 4.370, 11.236
-181.409, 51.209, 4.385, 11.269
-181.408, 51.062, 4.399, 11.302
-181.408, 50.915, 4.414, 11.335
-181.408, 50.768, 4.429, 11.368
-181.408, 50.620, 4.444, 11.401
-181.407, 50.471, 4.458, 11.434
-181.407, 50.322, 4.473, 11.467
-181.407, 50.173, 4.488, 11.500
-181.407, 50.023, 4.503, 11.533
-181.406, 49.872, 4.517, 11.566
-181.406, 49.721, 4.533, 11.599
-181.406, 49.570, 4.548, 11.632
-181.406, 49.418, 4.564, 11.665
-181.406, 49.265, 4.579, 11.698
-181.405, 49.112, 4.594, 11.731
-181.405, 48.959, 4.609, 11.764
-181.405, 48.805, 4.624, 11.797
-181.405, 48.650, 4.640, 11.830
-181.405, 48.495, 4.655, 11.863
-181.404, 48.340, 4.671, 11.896
-181.404, 48.184, 4.686, 11.929
-181.404, 48.027, 4.702, 11.962
-181.404, 47.870, 4.718, 11.995
-181.404, 47.712, 4.733, 12.028
-181.403, 47.554, 4.749, 12.061
-181.403, 47.395, 4.765, 12.094
-181.403, 47.236, 4.780, 12.127
-181.403, 47.076, 4.796, 12.160
-181.403, 46.916, 4.813, 12.193
-181.403, 46.755, 4.829, 12.226
-181.403, 46.594, 4.845, 12.259
-181.402, 46.432, 4.861, 12.292
-181.402, 46.269, 4.877, 12.325
-181.402, 46.107, 4.893, 12.358
-181.402, 45.943, 4.910, 12.391
-181.402, 45.779, 4.926, 12.424
-181.402, 45.614, 4.942, 12.457
-181.401, 45.449, 4.959, 12.490
-181.401, 45.283, 4.975, 12.523
-181.401, 45.117, 4.992, 12.556
-181.401, 44.950, 5.009, 12.589
-181.401, 44.783, 5.025, 12.622
-181.401, 44.615, 5.042, 12.655
-181.401, 44.447, 5.059, 12.688
-181.400, 44.278, 5.076, 12.721
-181.400, 44.108, 5.093, 12.754
-181.400, 43.938, 5.109, 12.787
-181.400, 43.767, 5.116, 12.820
-181.400, 43.597, 5.103, 12.853
-181.400, 43.428, 5.089, 12.886
-181.400, 43.258, 5.087, 12.919
-181.400, 43.089, 5.099, 12.952
-181.400, 42.918, 5.126, 12.985
-181.399, 42.746, 5.166, 13.018
-181.399, 42.572, 5.214, 13.051
-181.399, 42.397, 5.265, 13.084
-181.399, 42.220, 5.310, 13.117
-181.399, 42.042, 5.345, 13.150
-181.399, 41.863, 5.369, 13.183
-181.399, 41.684, 5.382, 13.216
-181.399, 41.504, 5.388, 13.249
-181.398, 41.325, 5.389, 13.282
-181.398, 41.146, 5.389, 13.315
-181.398, 40.966, 5.391, 13.348
-181.398, 40.786, 5.397, 13.381
-181.398, 40.606, 5.408, 13.414
-181.398, 40.426, 5.426, 13.447
-181.398, 40.244, 5.448, 13.480
-181.398, 40.062, 5.475, 13.513
-181.398, 39.879, 5.505, 13.546
-181.397, 39.694, 5.534, 13.579
-181.397, 39.509, 5.562, 13.612
-181.397, 39.323, 5.586, 13.645
-181.397, 39.136, 5.606, 13.678
-181.397, 38.949, 5.623, 13.711
-181.397, 38.761, 5.637, 13.744
-181.396, 38.573, 5.650, 13.777
-181.396, 38.385, 5.662, 13.810
-181.396, 38.196, 5.676, 13.843
-181.396, 38.006, 5.691, 13.876
-181.396, 37.816, 5.709, 13.909
-181.396, 37.625, 5.728, 13.942
-181.396, 37.434, 5.750, 13.975
-181.395, 37.242, 5.773, 14.008
-181.395, 37.049, 5.796, 14.041
-181.395, 36.855, 5.819, 14.074
-181.395, 36.660, 5.841, 14.107
-181.395, 36.465, 5.861, 14.140
-181.395, 36.269, 5.881, 14.173
-181.394, 36.073, 5.899, 14.206
-181.394, 35.876, 5.917, 14.239
-181.394, 35.678, 5.935, 14.272
-181.394, 35.480, 5.953, 14.305
-181.394, 35.281, 5.971, 14.338
-181.394, 35.082, 5.990, 14.371
-181.393, 34.882, 6.010, 14.404
-181.393, 34.681, 6.031, 14.437
-181.393, 34.479, 6.052, 14.470
-181.393, 34.277, 6.074, 14.503
-181.393, 34.074, 6.096, 14.536
-181.393, 33.870, 6.117, 14.569
-181.392, 33.666, 6.138, 14.602
-181.392, 33.461, 6.158, 14.635
-181.392, 33.255, 6.178, 14.668
-181.392, 33.049, 6.198, 14.701
-181.392, 32.842, 6.219, 14.734
-181.391, 32.634, 6.239, 14.767
-181.391, 32.426, 6.259, 14.800
-181.391, 32.217, 6.280, 14.833
-181.391, 32.007, 6.301, 14.866
-181.391, 31.796, 6.322, 14.899
-181.390, 31.585, 6.343, 14.932
-181.390, 31.373, 6.365, 14.965
-181.390, 31.160, 6.387, 14.998
-181.390, 30.947, 6.408, 15.031
-181.390, 30.733, 6.430, 15.064
-181.389, 30.518, 6.452, 15.097
-181.389, 30.303, 6.473, 15.130
-181.389, 30.086, 6.495, 15.163
-181.389, 29.869, 6.516, 15.196
-181.388, 29.652, 6.538, 15.229
-181.388, 29.433, 6.560, 15.262
-181.388, 29.214, 6.582, 15.295
-181.388, 28.994, 6.604, 15.328
-181.387, 28.774, 6.626, 15.361
-181.387, 28.552, 6.648, 15.394
-181.387, 28.330, 6.671, 15.427
-181.387, 28.107, 6.693, 15.460
-181.386, 27.884, 6.715, 15.493
-181.386, 27.659, 6.738, 15.526
-181.386, 27.434, 6.760, 15.559
-181.386, 27.208, 6.782, 15.592
-181.385, 26.982, 6.805, 15.625
-181.385, 26.754, 6.827, 15.658
-181.385, 26.526, 6.850, 15.691
-181.385, 26.298, 6.872, 15.724
-181.384, 26.068, 6.895, 15.757
-181.384, 25.838, 6.918, 15.790
-181.384, 25.606, 6.941, 15.823
-181.383, 25.375, 6.964, 15.856
-181.383, 25.142, 6.988, 15.889
-181.383, 24.908, 7.011, 15.922
-181.382, 24.674, 7.035, 15.955
-181.382, 24.439, 7.059, 15.988
-181.382, 24.203, 7.082, 16.021
-181.381, 23.967, 7.106, 16.054
-181.381, 23.729, 7.129, 16.087
-181.381, 23.491, 7.153, 16.120
-181.380, 23.252, 7.177, 16.153
-181.380, 23.012, 7.200, 16.186
-181.380, 22.772, 7.224, 16.219
-181.379, 22.530, 7.248, 16.252
-181.379, 22.288, 7.273, 16.285
-181.379, 22.045, 7.297, 16.318
-181.378, 21.801, 7.322, 16.351
-181.378, 21.557, 7.346, 16.384
-181.378, 21.311, 7.371, 16.417
-181.377, 21.065, 7.396, 16.450
-181.377, 20.818, 7.420, 16.483
-181.376, 20.570, 7.445, 16.516
-181.376, 20.321, 7.470, 16.549
-181.376, 20.071, 7.494, 16.582
-181.375, 19.821, 7.519, 16.615
-181.375, 19.570, 7.544, 16.648
-181.374, 19.318, 7.569, 16.681
-181.374, 19.065, 7.594, 16.714
-181.374, 18.811, 7.619, 16.747
-181.373, 18.556, 7.645, 16.780
-181.373, 18.301, 7.671, 16.813
-181.372, 18.044, 7.696, 16.846
-181.372, 17.787, 7.722, 16.879
-181.371, 17.529, 7.748, 16.912
-181.371, 17.270, 7.773, 16.945
-181.370, 17.011, 7.799, 16.978
-181.370, 16.750, 7.825, 17.011
-181.369, 16.489, 7.851, 17.044
-181.369, 16.226, 7.877, 17.077
-181.369, 15.963, 7.904, 17.110
-181.368, 15.699, 7.930, 17.143
-181.368, 15.434, 7.957, 17.176
-181.367, 15.168, 7.983, 17.209
-181.366, 14.901, 8.010, 17.242
-181.366, 14.633, 8.037, 17.275
-181.365, 14.365, 8.063, 17.308
-181.365, 14.095, 8.090, 17.341
-181.364, 13.825, 8.117, 17.374
-181.364, 13.554, 8.144, 17.407
-181.363, 13.282, 8.171, 17.440
-181.363, 13.009, 8.199, 17.473
-181.362, 12.735, 8.226, 17.506
-181.362, 12.460, 8.254, 17.539
-181.361, 12.184, 8.281, 17.572
-181.361, 11.907, 8.309, 17.605
-181.360, 11.629, 8.337, 17.638
-181.359, 11.351, 8.364, 17.671
-181.359, 11.071, 8.392, 17.704
-181.358, 10.791, 8.420, 17.737
-181.358, 10.509, 8.448, 17.770
-181.357, 10.227, 8.476, 17.803
-181.356, 9.944, 8.505, 17.836
-181.356, 9.660, 8.533, 17.869
-181.355, 9.374, 8.562, 17.902
-181.354, 9.088, 8.591, 17.935
-181.354, 8.801, 8.619, 17.968
-181.353, 8.513, 8.648, 18.001
-181.352, 8.224, 8.677, 18.034
-181.352, 7.934, 8.706, 18.067
-181.351, 7.643, 8.734, 18.100
-181.350, 7.351, 8.763, 18.133
-181.350, 7.059, 8.793, 18.166
-181.349, 6.765, 8.822, 18.199
-181.348, 6.470, 8.852, 18.232
-181.348, 6.174, 8.882, 18.265
-181.347, 5.877, 8.911, 18.298
-181.346, 5.580, 8.941, 18.331
-181.345, 5.281, 8.971, 18.364
-181.345, 4.981, 9.001, 18.397
-181.344, 4.680, 9.031, 18.430
-181.343, 4.378, 9.062, 18.463
-181.342, 4.076, 9.092, 18.496
-181.342, 3.772, 9.122, 18.529
-181.341, 3.467, 9.152, 18.562
-181.340, 3.161, 9.182, 18.595
-181.339, 2.854, 9.213, 18.628
-181.339, 2.546, 9.244, 18.661
-181.338, 2.237, 9.275, 18.694
-181.337, 1.927, 9.306, 18.727
-181.336, 1.616, 9.337, 18.760
-181.335, 1.304, 9.369, 18.793
-181.334, 0.991, 9.400, 18.826
-181.334, 0.677, 9.431, 18.859
-181.333, 0.362, 9.462, 18.892
-181.332, 0.046, 9.494, 18.925
-181.331, -0.271, 9.526, 18.958
-181.330, -0.590, 9.557, 18.991
-181.329, -0.909, 9.589, 19.024
-181.328, -1.230, 9.621, 19.057
-181.327, -1.551, 9.654, 19.090
-181.327, -1.874, 9.686, 19.123
-181.326, -2.197, 9.718, 19.156
-181.325, -2.522, 9.751, 19.189
-181.324, -2.848, 9.784, 19.222
-181.323, -3.175, 9.816, 19.255
-181.322, -3.503, 9.849, 19.288
-181.321, -3.832, 9.882, 19.321
-181.320, -4.162, 9.915, 19.354
-181.319, -4.494, 9.948, 19.387
-181.318, -4.826, 9.981, 19.420
-181.317, -5.160, 10.014, 19.453
-181.316, -5.494, 10.048, 19.486
-181.315, -5.830, 10.081, 19.519
-181.314, -6.167, 10.115, 19.552
-181.313, -6.505, 10.149, 19.585
-181.312, -6.844, 10.183, 19.618
-181.311, -7.185, 10.217, 19.651
-181.310, -7.526, 10.251, 19.684
-181.308, -7.869, 10.285, 19.717
-181.307, -8.212, 10.320, 19.750
-181.306, -8.557, 10.354, 19.783
-181.305, -8.903, 10.389, 19.816
-181.304, -9.250, 10.423, 19.849
-181.303, -9.599, 10.458, 19.882
-181.302, -9.948, 10.493, 19.915
-181.301, -10.299, 10.528, 19.948
-181.299, -10.651, 10.564, 19.981
-181.298, -11.004, 10.599, 20.014
-181.297, -11.358, 10.634, 20.047
-181.296, -11.713, 10.670, 20.080
-181.295, -12.070, 10.705, 20.113
-181.294, -12.428, 10.741, 20.146
-181.292, -12.786, 10.777, 20.179
-181.291, -13.147, 10.813, 20.212
-181.290, -13.508, 10.849, 20.245
-181.289, -13.871, 10.885, 20.278
-181.287, -14.234, 10.922, 20.311
-181.286, -14.599, 10.958, 20.344
-181.285, -14.965, 10.995, 20.377
-181.283, -15.333, 11.031, 20.410
-181.282, -15.702, 11.068, 20.443
-181.281, -16.071, 11.105, 20.476
-181.279, -16.443, 11.142, 20.509
-181.278, -16.815, 11.180, 20.542
-181.277, -17.189, 11.217, 20.575
-181.275, -17.563, 11.255, 20.608
-181.274, -17.939, 11.292, 20.641
-181.273, -18.317, 11.330, 20.674
-181.271, -18.695, 11.368, 20.707
-181.270, -19.075, 11.406, 20.740
-181.268, -19.456, 11.444, 20.773
-181.267, -19.839, 11.482, 20.806
-181.265, -20.223, 11.521, 20.839
-181.264, -20.608, 11.559, 20.872
-181.262, -20.994, 11.598, 20.905
-181.261, -21.382, 11.637, 20.938
-181.260, -21.770, 11.676, 20.971
-181.258, -22.161, 11.716, 21.004
-181.256, -22.552, 11.755, 21.037
-181.255, -22.945, 11.794, 21.070
-181.253, -23.339, 11.833, 21.103
-181.252, -23.735, 11.873, 21.136
-181.250, -24.131, 11.913, 21.169
-181.249, -24.529, 11.952, 21.202
-181.247, -24.929, 11.993, 21.235
-181.245, -25.330, 12.033, 21.268
-181.244, -25.732, 12.073, 21.301
-181.242, -26.135, 12.114, 21.334
-181.240, -26.540, 12.154, 21.367
-181.239, -26.946, 12.195, 21.400
-181.237, -27.354, 12.236, 21.433
-181.235, -27.763, 12.277, 21.466
-181.234, -28.173, 12.318, 21.499
-181.232, -28.585, 12.360, 21.532
-181.230, -28.998, 12.401, 21.565
-181.228, -29.412, 12.442, 21.598
-181.227, -29.828, 12.484, 21.631
-181.225, -30.245, 12.525, 21.664
-181.223, -30.664, 12.567, 21.697
-181.221, -31.084, 12.609, 21.730
-181.219, -31.505, 12.652, 21.763
-181.218, -31.928, 12.694, 21.796
-181.216, -32.352, 12.737, 21.829
-181.214, -32.778, 12.779, 21.862
-181.212, -33.205, 12.822, 21.895
-181.210, -33.633, 12.865, 21.928
-181.208, -34.063, 12.908, 21.961
-181.206, -34.494, 12.951, 21.994
-181.204, -34.927, 12.995, 22.027
-181.202, -35.362, 13.038, 22.060
-181.200, -35.797, 13.082, 22.093
-181.198, -36.234, 13.126, 22.126
-181.196, -36.673, 13.170, 22.159
-181.194, -37.113, 13.214, 22.192
-181.192, -37.555, 13.258, 22.225
-181.190, -37.998, 13.302, 22.258
-181.188, -38.442, 13.347, 22.291
-181.186, -38.888, 13.391, 22.324
-181.184, -39.336, 13.436, 22.357
-181.182, -39.785, 13.481, 22.390
-181.180, -40.235, 13.526, 22.423
-181.178, -40.687, 13.572, 22.456
-181.175, -41.141, 13.617, 22.489
-181.173, -41.596, 13.663, 22.522
-181.171, -42.053, 13.709, 22.555
-181.169, -42.511, 13.755, 22.588
-181.167, -42.970, 13.801, 22.621
-181.164, -43.432, 13.847, 22.654
-181.162, -43.894, 13.893, 22.687
-181.160, -44.359, 13.940, 22.720
-181.157, -44.825, 13.986, 22.753
-181.155, -45.292, 14.033, 22.786
-181.153, -45.761, 14.080, 22.819
-181.150, -46.231, 14.127, 22.852
-181.148, -46.704, 14.174, 22.885
-181.146, -47.177, 14.222, 22.918
-181.143, -47.652, 14.269, 22.951
-181.141, -48.129, 14.317, 22.984
-181.138, -48.608, 14.365, 23.017
-181.136, -49.088, 14.413, 23.050
